"qname","qtype","value"
"cdn.00000000670c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e8460000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000010900000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a04b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000006f7d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000001d950000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000322a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000095c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e8860000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000146a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000007d760000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000611c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000005b270000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000093950000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000d53f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000da930000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000003a5f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000004aa80000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000008d460000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000af2e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000bd9a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000cc070000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000d0130000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000011220000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000097390000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000cc790000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000001b7b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000067140000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000005a110000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000008a340000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ba5f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c55a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000cc350000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f8640000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a1910000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000003aad0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000018220000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000000a890000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000011180000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000000180000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000006b5c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ec230000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000031970000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000069160000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e6110000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000041670000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000718c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000929e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000008a830000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c53b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a2b10000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c6790000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000092650000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000061790000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000001f1d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000d4150000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000063700000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000d10e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000cf840000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000fe380000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000069950000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000008c7f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000001f5b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000278f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000d5380000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e9700000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000007c960000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c0970000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000da160000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000be080000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000006a360000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a12f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000003a790000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000fc9a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000006a9b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c11e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000008b7f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ea6b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000070650000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000017910000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f27c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e2a00000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000005f4c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a75b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000d2b40000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000009b1f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000007c300000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000001b220000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.cd7b7fff0d0000000700a3020000.ns1.brownswer.com","28","709:2a86:4886:f70d:101:b05:3:8201"
"cdn.0000000059350000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000d0570000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000070180000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c1890000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000004d4a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000005caa0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f1530000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000033530000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000044b30000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000277f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a8930000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000000b9e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f3ac0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000b4620000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000048a50000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e0170000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000091aa0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000076990000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e3140000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000044b80000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000072680000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000686d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e7770000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000033a80000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000071500000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000492f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000038220000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000095560000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000050090000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000085f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000b18b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f2550000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000024140000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f52c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000001d230000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000009a6f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000031150000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000009e970000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000003fb10000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000006f990000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000855e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000065480000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000009f8e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000089400000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000dc3c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000469f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000019270000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000d30d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000093b70000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000eb7b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000001f590000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000069150000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000066470000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f6660000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000006c910000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000005f7d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c2500000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000009c9e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000612b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000b1080000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000003c630000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000007c760000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000004d7a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000b5ad0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000b8a10000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.5e87d7d014000000050000000000.ns1.brownswer.com","1","11.8.8.8"
"cdn.0000000042910000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000042300000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000943c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c3760000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000004ea40000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000b7b10000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e1820000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000cd630000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000207d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ef100000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000fead0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000060320000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000073160000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000019580000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000088280000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000016bc0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000008d1d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000d2540000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000d8060000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000056350000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000001e370000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000002f4d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000245b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000895f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000023160000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000194e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.b7e625af0e000000050000000000.ns1.brownswer.com","1","11.8.8.8"
"cdn.0000000029890000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000096560000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000026680000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000007e180000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000008f170000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c64c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000005e4c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000651c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000088850000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000eeb80000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000005550000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000222e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000515c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a6700000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000516b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000b5010000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e69f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000064850000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000002fa80000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000064150000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000002d070000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000044650000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000039930000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000008b990000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.cd7b7fff0c00000007001c020000.ns1.brownswer.com","28","30f:114b:e50c:cdd2:35ec:5d54:5c6b:67da"
"cdn.ba7fff4717000000070000000000.ns1.brownswer.com","28","5f6:e37f:3398:35c2:788:21cf:d0ef:27bb"
"cdn.00000000525a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000003f640000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c0450000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000bfbd0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000008d6e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000b08d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000b4960000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000339f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000b2160000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000dba20000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e0160000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000065230000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000011250000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000067830000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000980b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000023610000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a3270000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e51f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000444e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e51d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000045ae0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f11c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000012b80000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ac5f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ea060000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000012640000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000be270000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000975e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000006a220000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000029bd0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000be8a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c8540000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000081a90000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000002f3d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000000fb10000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f25d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000615f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000030960000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000009e740000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000087050000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000002f560000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000002510000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000098020000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ab580000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000009f300000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000003d800000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000004f2b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000978d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000bb8d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000057ab0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000bc430000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000022550000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000053360000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c8360000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000032350000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000004410000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000007c250000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000569a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000006e800000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000301b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000060900000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000053010000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000023930000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000018bb0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000067700000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000002a600000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000007c020000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000010220000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000087460000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c8680000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000b1ae0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000de4b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000daaa0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000042670000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ca3e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000084090000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ae100000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000005be0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000087410000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c01a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000068660000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000391b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000024340000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ed000000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000056a50000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000358f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000b55d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000043800000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f6460000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000aa450000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000954d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000092430000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000002a590000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a1900000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000d0240000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000bfb90000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000317a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c2270000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000edaa0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f5890000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000031930000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000036470000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000bd230000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000003f160000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000091790000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000006ba30000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000078620000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000005c4b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000dc180000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e4110000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000002f240000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000004a270000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000650f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000d2000000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f1760000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000eb720000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ab6f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000083070000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e3440000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000003e5b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000cb160000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ba5d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c95b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000069060000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000003f180000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000049790000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000099c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000001c9c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000005f4d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000000b850000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000006680000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000d46c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c3360000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000080b00000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000007a7a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000005b2e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000000dbd0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e6330000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000947b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000000d9f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a4500000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000032800000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000017350000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000bfb20000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000049a20000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000b2820000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000b06a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000090940000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000612d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
