"qname","qtype","value"
"cdn.00000000cdbc0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.86edb0430e000000050000000000.ns1.brownswer.com","1","11.8.8.8"
"cdn.000000005a2c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f0780000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000070830000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000001fbc0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000b1440000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000365b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000da1b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000007c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000000aae0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000057710000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000047980000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000088800000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000009a2f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000aa040000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ff410000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a6660000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000007b910000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000006a50000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000bd6e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000917c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000005a1c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000005e340000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e65a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000060200000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000049d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000006b1f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e55e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ca320000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000052a30000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e62e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000bdb10000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000af460000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000019430000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000030290000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000b8570000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000086990000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000956f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e26f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000000a860000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000045d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000009c510000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000003b60000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000fd850000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000045930000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000000f2d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000130b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000006c590000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f78e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000020ac0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000083a60000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000fa090000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e61f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000fa3f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000643f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000cc780000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000005b830000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000b3030000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000091030000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000002f880000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f99d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000551b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000039690000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e43a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000038820000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000006c980000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000097410000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ceb00000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000bb770000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c5180000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.d0a573070b000000070095010000.ns1.brownswer.com","28","87::"
"cdn.000000006c020000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000005c190000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f15f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000139a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000464b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000000b6f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ab6c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000002a040000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e0290000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e34c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f5770000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000636e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000679a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000007b7c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000004c190000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000004b620000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000005d5e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000017bd0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000d9b60000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.43ee89fe0f000000050000000000.ns1.brownswer.com","1","11.8.8.8"
"cdn.0000000028250000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c05f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a6b70000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000128c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000006c010000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c0640000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e7a90000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000007a3c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ea980000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000051a30000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000b4180000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000640a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000bc530000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000008f020000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000065b10000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f9280000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000007fa10000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000064a40000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000062900000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c8330000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e6570000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000058730000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000061320000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000af3c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000004d8b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000094930000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000044980000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c00a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e3430000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000009d380000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000070920000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a5b40000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000020570000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000074550000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ea910000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a9af0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000058330000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000004a220000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000005e740000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000002ac0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000006ca60000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e28d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000859e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000bfb80000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000d1b70000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000000a820000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000b8970000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000084b20000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ca4d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f0270000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a0940000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000feb10000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000044500000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000006d6b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000006f560000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000007f8d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000011a50000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000058540000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f9b00000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000aaaf0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000006bc0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000034780000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000088a20000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000cca10000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a97a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000008a190000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000fa0d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000097910000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000038b60000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000589d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c45a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000b68b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000bc690000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000001840000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000001a390000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000002e480000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f7460000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ed140000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a73e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000142c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a9b80000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000b9970000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000fa010000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000dc260000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000000280000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000097970000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c3780000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000b76d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000016260000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000820b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000d38c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000002d3e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000074490000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000d3870000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000034900000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000061a70000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ff530000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000d0650000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a6590000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ee660000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000401e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f0a10000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f8120000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000027150000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000cf760000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000077a10000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000034260000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000093870000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000091ac0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000005fa60000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000027650000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000fc600000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c0770000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000be950000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000025b20000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000000f3f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000582a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000bf220000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c2aa0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000006d3c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000884c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000034ab0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000040090000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000074330000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000fa300000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a92e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000044370000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ad190000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000455a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000b6ba0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000007b9f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e25f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000101d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000388a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000002a4a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000001ca60000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000005050000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000008f780000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000005310000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000b02c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000b65a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000021710000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000d22a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000008a270000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000033250000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000fd190000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000034b50000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000098640000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000873c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a2710000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000066a10000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f5910000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000026aa0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000004ab0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000fc5f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000001f4b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000008b310000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000249b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e4bb0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000878f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000158a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000079820000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000011000000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000038800000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e83b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a1ba0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000019a20000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f55a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000551d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000003c520000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ca3c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000cd550000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000017580000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000cc6d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000002d6c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000067630000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000017190000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000cda20000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000fa470000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a0220000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a1640000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000009c3e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000452b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000fd830000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000088440000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000034090000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000000c420000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000226d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a5b70000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000005dba0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000d97b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000cf3b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.ba7fff470c00000007001c020000.ns1.brownswer.com","28","87::"
"cdn.cd7b7fff18000000070087000000.ns1.brownswer.com","28","5d7:8417:c322:2c34:73af:4668:2d14:303"
"cdn.03aa42ea09000000070087000000.ns1.brownswer.com","28","620:7074:7920:6c64:7431:b30:906:355"
"cdn.03aa42ea17000000070000000000.ns1.brownswer.com","28","653:6112:7247:6ee7:18e2:1f73:4b76:647c"
"cdn.00000000f9b40000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000803e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f77a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000030220000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000000c130000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000fc8d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000033310000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000002f9e0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000092500000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ed920000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000bbbd0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000001d110000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000005e240000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000008e370000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000006c090000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c92d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000003c7f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000981d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000cf8d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000005f2c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c32b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e67f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000005c870000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000085700000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000072a80000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000080690000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000f1a20000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000007f5a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000d2bc0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000081250000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000008d510000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000085200000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000aa020000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e2110000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000de140000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000067610000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000010aa0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e1240000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000006f130000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000009b4b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000575f0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000004a9a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000b5490000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000022b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000355b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000001d440000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000007b5b0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000e8560000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000827d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000c1190000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000007d8d0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000097570000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000007b410000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000939c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a7630000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000dd630000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000000d020000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000a2130000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000022540000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000ce5a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000be9c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000162a0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000003cac0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000284c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.00000000af6c0000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000007b400000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.000000008fb10000010000000000.ns1.brownswer.com","1","8.8.8.8"
"cdn.0000000021090000010000000000.ns1.brownswer.com","1","8.8.8.8"
