"cdn.03aa42ea0f0000000700b1030000.ns1.brownswer.com","28","586:bdb7:62ad:e8a9:ebc1:dca8:60a:cb0d"
"cdn.e5fab7720f0000000700b1030000.ns1.brownswer.com","28","279:4cd9:58ed:5bfa:7c3a:b985:8a43:9bab"
"cdn.e5fab77218000000070087000000.ns1.brownswer.com","28","441:14bc:28b4:a763:a7e5:a1ea:7f2e:e29a"
"cdn.d0a573070c00000007001c020000.ns1.brownswer.com","28","30f:114b:e50c:cdd2:35ec:5d54:5c6b:67da"
"cdn.d0a5730709000000070087000000.ns1.brownswer.com","28","87::"
"cdn.d0a5730717000000070000000000.ns1.brownswer.com","28","927:4e31:3997:b060:b15d:5b63:5f4b:8399"
"cdn.cd7b7fff0f0000000700b1030000.ns1.brownswer.com","28","87::"
"cdn.e5fab77227000000070087000000.ns1.brownswer.com","28","49::"
"cdn.d0a573070c00000007001c020000.ns1.brownswer.com","28","9f5:b968:b27d:75eb:d3c:f88e:1d02:301"
"cdn.03aa42ea26000000070000000000.ns1.brownswer.com","28","647:ad4e:ad75:455c:6f4e:f48f:a25:1170"
"cdn.03aa42ea08000000070000000000.ns1.brownswer.com","28","603:303:bf0b:3:bb00:3b8:3:b530"
"cdn.03aa42ea08000000070000000000.ns1.brownswer.com","28","9ec:b8aa:7630:d06:92a:8648:86f7:d01"
"cdn.ba7fff4712000000070046050000.ns1.brownswer.com","28","100::"
"cdn.cd7b7fff17000000070000000000.ns1.brownswer.com","28","5df:7a63:ef79:50b5:fd4f:7cde:f168:3c57"
"cdn.e5fab772110000000700bf040000.ns1.brownswer.com","28","87::"
"cdn.03aa42ea0b000000070095010000.ns1.brownswer.com","28","2da:ac5:22ed:4d00:aeb8:9543:5e6f:d89c"
"cdn.ba7fff4710000000070038040000.ns1.brownswer.com","28","61b:d9f3:50f9:f47f:6b53:2bc5:4c8:f82d"
"cdn.03aa42ea10000000070038040000.ns1.brownswer.com","28","8e2:7169:5cf4:ef39:351c:27a7:90c:4425"
"cdn.ba7fff470f0000000700b1030000.ns1.brownswer.com","28","4af:9d73:acc7:e5b2:b656:4a73:c052:ba1c"
"cdn.e5fab7720f0000000700b1030000.ns1.brownswer.com","28","96f:dd27:970d:31bf:3975:f718:f2d8:643c"
"cdn.03aa42ea0e00000007002a030000.ns1.brownswer.com","28","87::"
"cdn.d0a5730709000000070087000000.ns1.brownswer.com","28","342:7269:7362:616e:6531:1330:1106:355"
"cdn.d0a5730717000000070000000000.ns1.brownswer.com","28","8bd:c4ea:8fa1:23b9:9dc1:780a:fc2:f849"
"cdn.ba7fff4717000000070000000000.ns1.brownswer.com","28","116:303:ca:400:c6::12c:c0"
"cdn.03aa42ea0d0000000700a3020000.ns1.brownswer.com","28","502:b507:1e2e:4eb8:f080:a930:f06:355"
"cdn.cd7b7fff110000000700bf040000.ns1.brownswer.com","28","5b4:4a51:8dd9:a9be:cada:200d:4774:f7b0"
"cdn.e5fab772110000000700bf040000.ns1.brownswer.com","28","36c:9d31:99cc:fba0:bc67:6278:c89a:94b2"
"cdn.03aa42ea09000000070087000000.ns1.brownswer.com","28","342:7269:7362:616e:6531:1330:1106:355"
"cdn.cd7b7fff0e00000007002a030000.ns1.brownswer.com","28","6b4:ecd4:e09e:679e:a376:d1a4:d73:97b8"
"cdn.03aa42ea0c00000007001c020000.ns1.brownswer.com","28","269:acdd:965:5482:3d04:d35a:64e9:d19e"
"cdn.03aa42ea10000000070038040000.ns1.brownswer.com","28","189:9971:804:100:2ecc:690f:2d35:d2e7"
"cdn.03aa42ea10000000070038040000.ns1.brownswer.com","28","5d3:911e:7a46:fb8c:9834:ac24:3657:faf9"
"cdn.e5fab7720d0000000700a3020000.ns1.brownswer.com","28","502:b507:1e2e:4eb8:f080:a930:f06:355"
"cdn.cd7b7fff18000000070087000000.ns1.brownswer.com","28","22f:51d6:3a67:248e:d5d2:6df5:f9ca:e709"
"cdn.ba7fff470c00000007001c020000.ns1.brownswer.com","28","682:f579:882d:28e8:805c:4f99:b2d9:2b3c"
"cdn.03aa42ea27000000070087000000.ns1.brownswer.com","28","576:8abd:dd96:917b:1b3d:c5b6:41f8:e1db"
"cdn.e5fab7720d0000000700a3020000.ns1.brownswer.com","28","100:1a3:5330:5130:1d06:355:1d0e:416"
"cdn.d0a5730717000000070000000000.ns1.brownswer.com","28","4ae:4073:a1b9:87e:7d69:9b00:7983:af33"
"cdn.ba7fff4718000000070087000000.ns1.brownswer.com","28","25e:de8b:27fa:a7c2:64f3:535f:c973:fcc9"
"cdn.cd7b7fff17000000070000000000.ns1.brownswer.com","28","28e:28c9:c29b:ef49:b3fd:b909:4067:6e3c"
"cdn.e5fab77209000000070087000000.ns1.brownswer.com","28","101:b05:30:6831:b30:906:355:406"
"cdn.e5fab7720a00000007000e010000.ns1.brownswer.com","28","131:3131:3430:365a:3068:310b:3009:603"
"cdn.d0a5730709000000070087000000.ns1.brownswer.com","28","213:241:5531:1130:f06:355:408:c08"
"cdn.e5fab77226000000070000000000.ns1.brownswer.com","28","74f:9157:827f:1718:715e:ec1f:d105:d61a"
"cdn.ba7fff4717000000070000000000.ns1.brownswer.com","28","45b:6a6d:452d:fa82:9d69:44fd:5fe1:681b"
"cdn.cd7b7fff09000000070087000000.ns1.brownswer.com","28","342:7269:7362:616e:6531:1330:1106:355"
"cdn.03aa42ea0f0000000700b1030000.ns1.brownswer.com","28","7c0:1555:1603:301:2c0c:1:2803:1d"
